BENZENE; c1ccccc1; Eriksson AE, Baase, WA, Wozniak, JA, Matthews, BW, Nature, 355, 371-3, (1992)
ETHYLBENZENE; CCc1ccccc1; Morton A,  Matthews, BW, Biochemistry, 34, 8576-88, (1995)
INDENE; C1C=Cc2ccccc21; Morton A,  Matthews, BW, Biochemistry, 34, 8576-88, (1995)
ISOBUTYLBENZENE; CC(C)Cc1ccccc1; Morton A,  Matthews, BW, Biochemistry, 34, 8576-88, (1995)
